traveler_id,start_location,destination,days_stayed,budget_tier,pace,places_visited,famous_things_to_do,food_preference,restaurant,best_dish,transport_to_destination,transport_name,local_transport,rating
3130,New York,"Agra & Taj Mahal, UP",7,Luxury,Fast,"Tomb of Akbar, Mehtab Bagh sunset, Fatehpur Sikri","Marble-inlay souvenir shopping, spiritual chanting at temples",Local,Pinch of Spice,Butter Chicken,Flight,Air Canada AC-498,walking,4.6
3131,Ahmedabad,"Mumbai, Maharashtra",7,Budget,Fast,"Chhatrapati Shivaji Terminus, Marine Drive Queen's Necklace, Gateway of India, Elephanta Island Caves","Ferry ride across harbor, Watching Dabbawalas sort lunches, Renting bicycles in forest",Vegetarian,Cafe Mondegar Colaba,Berry Pulav Parsi style,Flight,Air Berlin AB-2508,walking,4.7
3132,Mumbai,"Rome, Italy",7,Budget,Moderate,"Spanish Steps, Vatican Museums, Trevi Fountain","Hands-on pasta making class, Throwing coins in Trevi Fountain, Walking through bohemian Trastevere",Non-Vegetarian,Luzi Trattoria Colosseo,Thin Roman-style Pizza,Bus,Rome Intercity Express,metro,4.5
3133,Paris,"Jaipur, Rajasthan",7,Budget,Fast,"Hawa Mahal, Amber Fort, Nahargarh Fort, Jal Mahal Lake","Royal fort trekking, Traditional hand-block printing",Vegetarian,Tapri The Tea House,Lal Maas spicy mutton,Bus,Jaipur Intercity Express,private taxi,4.8
3134,New York,"Bali, Indonesia",7,Mid-Range,Fast,"Ubud Monkey Forest, Kelingking Cliff Penida, Uluwatu Cliff Temple, Tirta Empul Water Temple","Hiking Mount Batur at sunrise, Riding a giant valley swing, Participating in water purification",Local,Sun Sun Warung Ubud,Grilled Red Snapper,Bus,Bali Intercity Express,scooter,4.6
3135,New Delhi,"Paris, France",7,Mid-Range,Relaxed,"Eiffel Tower, Sacré-Cœur Basilica, Luxembourg Gardens, Notre-Dame Cathedral","Boutique shopping in Marais, Picnicking in Luxembourg Gardens",Mixed,Café de Flore,Gourmet Falafel Pita,Bus,Paris Intercity Express,Paris Metro,4.4
3136,Pune,"New York City, USA",7,Budget,Fast,"Times Square, Statue of Liberty, High Line Park","Walking across the Brooklyn Bridge, Watching a Broadway musical",Mixed,Juliana's Pizza DUMBO,Hot Pastrami Sandwich,Flight,Air France AF-583,citi bike,4.7
3137,London,"New Delhi, Delhi NCR",7,Budget,Relaxed,"India Gate memorial, Akshardham Temple, Lotus Temple, Humayun's Tomb","Exploring heritage Lodhi gardens, Rickshaw ride in Chandni Chowk lanes",Non-Vegetarian,Wenger's Bakery CP,Dahi Bhalla Chat,Bus,New Delhi Intercity Express,Delhi Metro,4.6
3138,Hyderabad,"Agra & Taj Mahal, UP",7,Budget,Relaxed,"Fatehpur Sikri, Agra Fort, Tomb of Akbar","Watching Taj sunrise, spiritual chanting at temples, Exploring massive red-stone forts",Vegetarian,Sheroes Hangout,Sweet Angoori Petha,Train,Agra & Taj Mahal Intercity Express,auto-rickshaw,4.6
3139,New York,"Paris, France",7,Budget,Moderate,"Louvre Museum, Palace of Versailles, Notre-Dame Cathedral","Climbing the Eiffel Tower summit, Seine River twilight cruise",Local,La Maison Rose Montmartre,French Onion Soup,Bus,Paris Intercity Express,Paris Metro,4.8
3140,New York,"Rome, Italy",7,Mid-Range,Relaxed,"St. Peter's Basilica, Trevi Fountain, Pantheon, Spanish Steps","Cycling the Appian Way, Throwing coins in Trevi Fountain, Walking through bohemian Trastevere",Mixed,Felice a Testaccio,Artisanal Gelato,Bus,Rome Intercity Express,metro,4.2
3141,Dubai,"Rome, Italy",7,Luxury,Moderate,"St. Peter's Basilica, Colosseum, Vatican Museums","Throwing coins in Trevi Fountain, Hands-on pasta making class, Walking through bohemian Trastevere",Mixed,Felice a Testaccio,Artisanal Gelato,Bus,Rome Intercity Express,metro,4.2
3142,San Francisco,"Mumbai, Maharashtra",7,Budget,Fast,"Chhatrapati Shivaji Terminus, Haji Ali ocean mosque, Marine Drive Queen's Necklace, Gateway of India","Ferry ride across harbor, Vectoring basalt cave temples, Watching Dabbawalas sort lunches",Mixed,Cafe Mondegar Colaba,Spicy Vada Pav street food,Bus,Mumbai Intercity Express,yellow-black taxi,5.0
3143,Chennai,"Agra & Taj Mahal, UP",7,Luxury,Moderate,"Mathura Krishna Janmabhoomi, Fatehpur Sikri, Tomb of Akbar, Taj Mahal","Exploring massive red-stone forts, spiritual chanting at temples",Vegetarian,Brijwasi Mithai Wala,Hot Mughlai chicken rolls,Train,Agra & Taj Mahal Intercity Express,walking,4.3
3144,Tokyo,"Jaipur, Rajasthan",7,Mid-Range,Moderate,"Jantar Mantar, Nahargarh Fort, City Palace, Hawa Mahal","Bapu Bazaar leather shopping, Watching Nahargarh sunset view",Non-Vegetarian,Tapri The Tea House,Dal Baati Churma Rajasthani,Flight,SATENA 9R-1599,private taxi,4.2
3145,Pune,"Paris, France",7,Mid-Range,Moderate,"Eiffel Tower, Louvre Museum, Palace of Versailles","Picnicking in Luxembourg Gardens, Climbing the Eiffel Tower summit",Mixed,La Maison Rose Montmartre,Gourmet Falafel Pita,Bus,Paris Intercity Express,Paris Metro,4.7
3146,London,"Tokyo, Japan",7,Luxury,Moderate,"Tokyo Skytree, teamLab Planets, Imperial Palace East Gardens","Walking the Shibuya Scramble, Anime shopping in Akihabara",Mixed,Daiwa Sushi Tsukiji,Yakitori Skewers,Train,Tokyo Intercity Express,walking,4.5
3147,New York,"Mumbai, Maharashtra",7,Luxury,Relaxed,"Dhobi Ghat Mahalaxmi, Elephanta Island Caves, Marine Drive Queen's Necklace, Gateway of India","Renting bicycles in forest, Watching Dabbawalas sort lunches",Mixed,Swati Snacks vegetarian,Sev Puri / Bhel Puri snacks,Bus,Mumbai Intercity Express,walking,4.4
3148,Paris,"Agra & Taj Mahal, UP",7,Luxury,Relaxed,"Mathura Krishna Janmabhoomi, Fatehpur Sikri, Mehtab Bagh sunset, Tomb of Akbar","Exploring massive red-stone forts, spiritual chanting at temples",Non-Vegetarian,Sheroes Hangout,Brijwasi Milk Peda,Bus,Agra & Taj Mahal Intercity Express,walking,4.6
3149,Chennai,"Rome, Italy",7,Mid-Range,Relaxed,"Colosseum, St. Peter's Basilica, Vatican Museums, Pantheon","Cycling the Appian Way, Hands-on pasta making class, Throwing coins in Trevi Fountain",Non-Vegetarian,Pizzeria Da Baffetto,Cacio e Pepe pasta,Flight,Azul AD-181,walking,4.9
3150,New Delhi,"Bali, Indonesia",7,Luxury,Relaxed,"Tegallalang Rice Terraces, Kelingking Cliff Penida, Uluwatu Cliff Temple","Participating in water purification, Riding a giant valley swing, Hiking Mount Batur at sunrise",Vegetarian,Jimbaran Beach Club,Grilled Red Snapper,Flight,American Airlines AA-2415,fast speedboat,4.7
3151,Chennai,"Mumbai, Maharashtra",7,Luxury,Fast,"Haji Ali ocean mosque, Gateway of India, Chhatrapati Shivaji Terminus, Elephanta Island Caves","Renting bicycles in forest, Ferry ride across harbor, Watching Dabbawalas sort lunches",Local,Bademiya late-night grill,Sev Puri / Bhel Puri snacks,Bus,Mumbai Intercity Express,yellow-black taxi,4.7
3152,Singapore,"Bali, Indonesia",7,Mid-Range,Fast,"Kelingking Cliff Penida, Ubud Monkey Forest, Tegallalang Rice Terraces","Sunset Kecak Fire Dance, Hiking Mount Batur at sunrise",Non-Vegetarian,Jimbaran Beach Club,Grilled Red Snapper,Train,Bali Intercity Express,fast speedboat,5.0
3153,London,"New Delhi, Delhi NCR",7,Budget,Fast,"Humayun's Tomb, Qutub Minar, Akshardham Temple","Rickshaw ride in Chandni Chowk lanes, Tasting golgappa street foods, Exploring heritage Lodhi gardens",Non-Vegetarian,Bukhara ITC Maurya,Stuffed Mixed Paranthas,Bus,New Delhi Intercity Express,Delhi Metro,4.5
3154,Paris,"Mumbai, Maharashtra",7,Mid-Range,Moderate,"Gateway of India, Dhobi Ghat Mahalaxmi, Elephanta Island Caves","Vectoring basalt cave temples, Watching Dabbawalas sort lunches",Non-Vegetarian,Cafe Mondegar Colaba,Sev Puri / Bhel Puri snacks,Flight,Jet Airways 9W-2095,walking,4.8
3155,New York,"Agra & Taj Mahal, UP",7,Mid-Range,Fast,"Agra Fort, Tomb of Akbar, Taj Mahal, Mehtab Bagh sunset","spiritual chanting at temples, Marble-inlay souvenir shopping, Watching Taj sunrise",Mixed,Esphahan Oberoi,Dal Makhani with naans,Bus,Agra & Taj Mahal Intercity Express,e-rickshaw,4.6
3156,New York,"New Delhi, Delhi NCR",7,Budget,Fast,"India Gate memorial, Humayun's Tomb, Qutub Minar, Red Fort","Bargain shopping in Connaught Place, Tasting golgappa street foods, Exploring heritage Lodhi gardens",Non-Vegetarian,Paranthe Wali Gali,Sweet Shahi Tukda,Bus,New Delhi Intercity Express,private taxi,4.5
3157,San Francisco,"Rome, Italy",7,Luxury,Fast,"Pantheon, St. Peter's Basilica, Vatican Museums","Hands-on pasta making class, Throwing coins in Trevi Fountain",Mixed,Da Enzo al 29 Trastevere,Artisanal Gelato,Flight,Air Berlin AB-852,tram,4.4
3158,Pune,"Agra & Taj Mahal, UP",7,Luxury,Moderate,"Fatehpur Sikri, Mathura Krishna Janmabhoomi, Agra Fort","spiritual chanting at temples, Exploring massive red-stone forts",Mixed,Esphahan Oberoi,Dal Makhani with naans,Flight,BusinessAir 8B-2856,auto-rickshaw,4.3
3159,New York,"Paris, France",7,Budget,Fast,"Notre-Dame Cathedral, Eiffel Tower, Louvre Museum","Climbing the Eiffel Tower summit, Boutique shopping in Marais",Local,Le Comptoir du Relais,Croque-monsieur,Train,Paris Intercity Express,walking,4.6
3160,Kolkata,"New Delhi, Delhi NCR",7,Mid-Range,Fast,"Qutub Minar, Akshardham Temple, Red Fort","Bargain shopping in Connaught Place, Rickshaw ride in Chandni Chowk lanes",Non-Vegetarian,Bukhara ITC Maurya,Spicy Chole Bhature,Flight,American Airlines AA-2120,Delhi Metro,4.9
3161,Kolkata,"Kolkata, West Bengal",7,Budget,Relaxed,"Science City, Howrah Bridge, Indian Museum, Princep Ghat Boating","Watching Hooghly sunset at Princep Ghat, Tasting Roshogollas at K.C. Das",Non-Vegetarian,Kusum Kathi Rolls,Double Egg Chicken Kathi Roll,Flight,Air Canada AC-318,heritage tram,4.8
3162,New York,"Bali, Indonesia",7,Budget,Relaxed,"Kelingking Cliff Penida, Ubud Monkey Forest, Tegallalang Rice Terraces, Uluwatu Cliff Temple","Participating in water purification, Hiking Mount Batur at sunrise, Sunset Kecak Fire Dance",Vegetarian,Penida Espresso,Grilled Red Snapper,Bus,Bali Intercity Express,scooter,4.7
3163,Singapore,"New Delhi, Delhi NCR",7,Budget,Relaxed,"Lotus Temple, Humayun's Tomb, Red Fort, Qutub Minar","Bargain shopping in Connaught Place, Rickshaw ride in Chandni Chowk lanes, Exploring heritage Lodhi gardens",Vegetarian,Paranthe Wali Gali,Butter Chicken with garlic naans,Bus,New Delhi Intercity Express,auto-rickshaw,4.4
3164,Bengaluru,"Paris, France",7,Budget,Fast,"Notre-Dame Cathedral, Louvre Museum, Eiffel Tower","Climbing the Eiffel Tower summit, Boutique shopping in Marais, Seine River twilight cruise",Local,Café de Flore,Croque-monsieur,Train,Paris Intercity Express,RER train,4.8
3165,Ahmedabad,"Jaipur, Rajasthan",7,Mid-Range,Moderate,"Nahargarh Fort, Amber Fort, Jantar Mantar, City Palace","Traditional hand-block printing, Rajasthani folk dance evening",Vegetarian,Chokhi Dhani resort,Pyaaz Kachori,Bus,Jaipur Intercity Express,e-rickshaw,4.4
3166,Chennai,"Agra & Taj Mahal, UP",7,Luxury,Fast,"Fatehpur Sikri, Mehtab Bagh sunset, Agra Fort","Watching Taj sunrise, Exploring massive red-stone forts, Marble-inlay souvenir shopping",Local,Brijwasi Mithai Wala,Hot Mughlai chicken rolls,Bus,Agra & Taj Mahal Intercity Express,e-rickshaw,5.0
3167,Pune,"Rome, Italy",7,Budget,Relaxed,"Pantheon, Vatican Museums, St. Peter's Basilica, Spanish Steps","Hands-on pasta making class, Cycling the Appian Way",Vegetarian,Da Enzo al 29 Trastevere,Thin Roman-style Pizza,Train,Rome Intercity Express,metro,4.6
3168,Ahmedabad,"Bali, Indonesia",7,Budget,Fast,"Tegallalang Rice Terraces, Ubud Monkey Forest, Kelingking Cliff Penida, Tirta Empul Water Temple","Riding a giant valley swing, Participating in water purification",Vegetarian,Sari Organik fields,Gourmet Smoothie Bowl,Bus,Bali Intercity Express,private taxi,4.4
3169,Pune,"Bali, Indonesia",7,Mid-Range,Moderate,"Uluwatu Cliff Temple, Kelingking Cliff Penida, Tegallalang Rice Terraces, Ubud Monkey Forest","Sunset Kecak Fire Dance, Riding a giant valley swing, Participating in water purification",Non-Vegetarian,Jimbaran Beach Club,Grilled Red Snapper,Train,Bali Intercity Express,scooter,4.8
3170,Kolkata,"Rome, Italy",7,Mid-Range,Fast,"Colosseum, St. Peter's Basilica, Trevi Fountain, Vatican Museums","Hands-on pasta making class, Walking through bohemian Trastevere, Throwing coins in Trevi Fountain",Non-Vegetarian,Pizzeria Da Baffetto,Tiramisu,Flight,SATENA 9R-2541,walking,4.4
3171,Pune,"Bali, Indonesia",7,Budget,Relaxed,"Tegallalang Rice Terraces, Uluwatu Cliff Temple, Kelingking Cliff Penida","Participating in water purification, Sunset Kecak Fire Dance",Local,Penida Espresso,Grilled Red Snapper,Bus,Bali Intercity Express,walking,4.3
3172,Tokyo,"Mumbai, Maharashtra",7,Luxury,Fast,"Haji Ali ocean mosque, Elephanta Island Caves, Chhatrapati Shivaji Terminus, Marine Drive Queen's Necklace","Renting bicycles in forest, Vectoring basalt cave temples",Non-Vegetarian,Leopold Cafe Colaba,Berry Pulav Parsi style,Bus,Mumbai Intercity Express,local train,4.9
3173,Bengaluru,"New York City, USA",7,Luxury,Fast,"Empire State Building, High Line Park, Times Square, Brooklyn Bridge","Walking across the Brooklyn Bridge, Picnicking in Bryant Park, Renting a bicycle in Central Park",Mixed,Los Tacos No. 1 Chelsea,Hand-rolled Lox Bagel,Bus,New York City Intercity Express,subway,4.3
3174,Mumbai,"Mumbai, Maharashtra",7,Luxury,Moderate,"Dhobi Ghat Mahalaxmi, Marine Drive Queen's Necklace, Haji Ali ocean mosque","Vectoring basalt cave temples, Watching Dabbawalas sort lunches",Mixed,Leopold Cafe Colaba,Berry Pulav Parsi style,Train,Mumbai Intercity Express,yellow-black taxi,4.3
3175,San Francisco,"Agra & Taj Mahal, UP",7,Budget,Fast,"Fatehpur Sikri, Mehtab Bagh sunset, Agra Fort, Taj Mahal","Exploring massive red-stone forts, spiritual chanting at temples",Vegetarian,Pinch of Spice,Brijwasi Milk Peda,Flight,Germanwings 4U-1286,walking,4.4
3176,Hyderabad,"Kolkata, West Bengal",7,Luxury,Moderate,"Howrah Bridge, Dakshineswar Kali Temple, Princep Ghat Boating, Science City","Riding a heritage Kolkata tram, Watching Hooghly sunset at Princep Ghat, Exploring Kumartuli clay artisan village",Mixed,Flurys British Tea Room,Mutton Biryani Kolkata Style,Flight,Azul AD-2387,walking,4.4
3177,Dubai,"New Delhi, Delhi NCR",7,Budget,Moderate,"Qutub Minar, Lotus Temple, Akshardham Temple, India Gate memorial","Tasting golgappa street foods, Bargain shopping in Connaught Place, Rickshaw ride in Chandni Chowk lanes",Non-Vegetarian,Karim's Old Delhi,Stuffed Mixed Paranthas,Train,New Delhi Intercity Express,Delhi Metro,4.7
3178,Bengaluru,"Kolkata, West Bengal",7,Mid-Range,Relaxed,"Victoria Memorial, Howrah Bridge, Indian Museum, Science City","Taking a yellow taxi ride over Howrah Bridge, Watching Hooghly sunset at Princep Ghat, Tasting Roshogollas at K.C. Das",Non-Vegetarian,Kusum Kathi Rolls,Double Egg Chicken Kathi Roll,Train,Kolkata Intercity Express,heritage tram,4.3
3179,Chennai,"Jaipur, Rajasthan",7,Mid-Range,Moderate,"Jal Mahal Lake, Nahargarh Fort, Jantar Mantar, Amber Fort","Rajasthani folk dance evening, Traditional hand-block printing",Local,Chokhi Dhani resort,Pyaaz Kachori,Train,Jaipur Intercity Express,scooter,4.8
3180,Bengaluru,"Bali, Indonesia",7,Mid-Range,Fast,"Tegallalang Rice Terraces, Tirta Empul Water Temple, Uluwatu Cliff Temple, Kelingking Cliff Penida","Hiking Mount Batur at sunrise, Participating in water purification, Riding a giant valley swing",Non-Vegetarian,Jimbaran Beach Club,Mie Goreng,Bus,Bali Intercity Express,scooter,4.6
3181,Singapore,"Agra & Taj Mahal, UP",7,Mid-Range,Moderate,"Fatehpur Sikri, Agra Fort, Tomb of Akbar, Mehtab Bagh sunset","Watching Taj sunrise, Marble-inlay souvenir shopping",Vegetarian,Pinch of Spice,Dal Makhani with naans,Train,Agra & Taj Mahal Intercity Express,auto-rickshaw,4.9
3182,Tokyo,"Tokyo, Japan",7,Luxury,Relaxed,"Tokyo Skytree, Meiji Jingu Shrine, Senso-ji Temple","Experiencing teamLab digital art, Walking the Shibuya Scramble, Taking a Fuji day trip",Local,Omoide Yokocho street stalls,Yakitori Skewers,Flight,Air Berlin AB-778,subway,5.0
3183,Kolkata,"New Delhi, Delhi NCR",7,Luxury,Moderate,"Humayun's Tomb, Red Fort, Lotus Temple, India Gate memorial","Exploring heritage Lodhi gardens, Rickshaw ride in Chandni Chowk lanes, Bargain shopping in Connaught Place",Mixed,Karim's Old Delhi,Sweet Shahi Tukda,Train,New Delhi Intercity Express,private taxi,4.7
3184,New Delhi,"Bali, Indonesia",7,Budget,Fast,"Uluwatu Cliff Temple, Tirta Empul Water Temple, Ubud Monkey Forest","Sunset Kecak Fire Dance, Riding a giant valley swing",Vegetarian,Sun Sun Warung Ubud,Nasi Goreng,Train,Bali Intercity Express,private taxi,5.0
3185,Tokyo,"Rome, Italy",7,Budget,Fast,"Vatican Museums, Pantheon, Colosseum","Cycling the Appian Way, Walking through bohemian Trastevere, Hands-on pasta making class",Local,Luzi Trattoria Colosseo,Artisanal Gelato,Train,Rome Intercity Express,walking,4.3
3186,Mumbai,"Bali, Indonesia",7,Luxury,Fast,"Ubud Monkey Forest, Tirta Empul Water Temple, Kelingking Cliff Penida","Riding a giant valley swing, Hiking Mount Batur at sunrise",Vegetarian,Sun Sun Warung Ubud,Nasi Goreng,Bus,Bali Intercity Express,walking,4.3
3187,Singapore,"Tokyo, Japan",7,Budget,Moderate,"teamLab Planets, Senso-ji Temple, Shibuya Crossing","Anime shopping in Akihabara, Walking the Shibuya Scramble, Experiencing teamLab digital art",Vegetarian,Omoide Yokocho street stalls,Yakitori Skewers,Train,Tokyo Intercity Express,JR train,4.3
3188,Paris,"New York City, USA",7,Budget,Fast,"Times Square, Central Park, Statue of Liberty, High Line Park","Picnicking in Bryant Park, Walking across the Brooklyn Bridge",Local,Los Tacos No. 1 Chelsea,Adobada Tacos,Train,New York City Intercity Express,walking,4.4
3189,Dubai,"Agra & Taj Mahal, UP",7,Luxury,Fast,"Mathura Krishna Janmabhoomi, Taj Mahal, Mehtab Bagh sunset","spiritual chanting at temples, Exploring massive red-stone forts, Marble-inlay souvenir shopping",Vegetarian,Brijwasi Mithai Wala,Butter Chicken,Flight,Cebu Pacific 5J-658,walking,4.4
3190,London,"New Delhi, Delhi NCR",7,Mid-Range,Relaxed,"Akshardham Temple, India Gate memorial, Red Fort","Tasting golgappa street foods, Bargain shopping in Connaught Place, Rickshaw ride in Chandni Chowk lanes",Mixed,Karim's Old Delhi,Butter Chicken with garlic naans,Train,New Delhi Intercity Express,Delhi Metro,4.4
3191,Hyderabad,"Jaipur, Rajasthan",7,Budget,Moderate,"City Palace, Amber Fort, Hawa Mahal","Royal fort trekking, Rajasthani folk dance evening",Non-Vegetarian,Saffron Mughlai diner,Pyaaz Kachori,Flight,American Airlines AA-2276,scooter,4.4
3192,San Francisco,"Mumbai, Maharashtra",7,Luxury,Fast,"Gateway of India, Marine Drive Queen's Necklace, Dhobi Ghat Mahalaxmi, Elephanta Island Caves","Renting bicycles in forest, Vectoring basalt cave temples",Local,Leopold Cafe Colaba,Keema Pav platter,Train,Mumbai Intercity Express,local train,4.3
3193,Hyderabad,"New Delhi, Delhi NCR",7,Mid-Range,Fast,"India Gate memorial, Humayun's Tomb, Red Fort","Exploring heritage Lodhi gardens, Rickshaw ride in Chandni Chowk lanes, Tasting golgappa street foods",Mixed,Karim's Old Delhi,Butter Chicken with garlic naans,Flight,Airbus France 4Y-1104,private taxi,4.9
3194,Singapore,"New Delhi, Delhi NCR",7,Budget,Fast,"Red Fort, India Gate memorial, Lotus Temple, Humayun's Tomb","Rickshaw ride in Chandni Chowk lanes, Exploring heritage Lodhi gardens",Non-Vegetarian,Wenger's Bakery CP,Dahi Bhalla Chat,Flight,American Airlines AA-728,private taxi,4.3
3195,Pune,"Mumbai, Maharashtra",7,Mid-Range,Fast,"Chhatrapati Shivaji Terminus, Marine Drive Queen's Necklace, Dhobi Ghat Mahalaxmi","Watching Dabbawalas sort lunches, Ferry ride across harbor",Local,Cafe Mondegar Colaba,Spicy Vada Pav street food,Bus,Mumbai Intercity Express,yellow-black taxi,4.6
3196,Bengaluru,"Tokyo, Japan",7,Mid-Range,Moderate,"Senso-ji Temple, Shibuya Crossing, teamLab Planets","Taking a Fuji day trip, Anime shopping in Akihabara, Experiencing teamLab digital art",Non-Vegetarian,Daiwa Sushi Tsukiji,Fatty Tuna Sushi,Bus,Tokyo Intercity Express,metro,4.8
3197,Dubai,"Jaipur, Rajasthan",7,Mid-Range,Fast,"Amber Fort, City Palace, Nahargarh Fort, Jal Mahal Lake","Bapu Bazaar leather shopping, Rajasthani folk dance evening, Royal fort trekking",Mixed,LMB Restaurant Johri,Lal Maas spicy mutton,Bus,Jaipur Intercity Express,scooter,4.9
3198,London,"New Delhi, Delhi NCR",7,Luxury,Relaxed,"Red Fort, Qutub Minar, Akshardham Temple","Tasting golgappa street foods, Bargain shopping in Connaught Place",Non-Vegetarian,Bukhara ITC Maurya,Spicy Chole Bhature,Flight,All America A2-561,private taxi,4.8
3199,New York,"Kolkata, West Bengal",7,Budget,Fast,"Science City, Victoria Memorial, Indian Museum, Howrah Bridge","Watching Hooghly sunset at Princep Ghat, Exploring Kumartuli clay artisan village, Tasting Roshogollas at K.C. Das",Vegetarian,6 Ballygunge Place Bengali,Kosha Mangsho mutton with Luchi,Train,Kolkata Intercity Express,yellow taxi,4.4
3200,New Delhi,"Paris, France",7,Luxury,Moderate,"Palace of Versailles, Eiffel Tower, Sacré-Cœur Basilica","Picnicking in Luxembourg Gardens, Seine River twilight cruise",Mixed,Café de Flore,Gourmet Falafel Pita,Train,Paris Intercity Express,velib bicycle,4.5
3201,Hyderabad,"Kolkata, West Bengal",7,Luxury,Moderate,"Dakshineswar Kali Temple, Howrah Bridge, Princep Ghat Boating, Indian Museum","Exploring Kumartuli clay artisan village, Watching Hooghly sunset at Princep Ghat, Riding a heritage Kolkata tram",Local,Peter Cat Park Street,Mutton Biryani Kolkata Style,Bus,Kolkata Intercity Express,Kolkata Metro,4.8
3202,Mumbai,"Kolkata, West Bengal",7,Mid-Range,Fast,"Princep Ghat Boating, Dakshineswar Kali Temple, Science City","Riding a heritage Kolkata tram, Tasting Roshogollas at K.C. Das",Non-Vegetarian,Peter Cat Park Street,Chelomesh mixed platter,Flight,Air France AF-1301,walking,4.7
3203,Ahmedabad,"Mumbai, Maharashtra",7,Luxury,Fast,"Elephanta Island Caves, Chhatrapati Shivaji Terminus, Dhobi Ghat Mahalaxmi, Marine Drive Queen's Necklace","Watching Dabbawalas sort lunches, Vectoring basalt cave temples",Mixed,Bademiya late-night grill,Sev Puri / Bhel Puri snacks,Train,Mumbai Intercity Express,local train,4.6
3204,Mumbai,"Kolkata, West Bengal",7,Budget,Fast,"Princep Ghat Boating, Science City, Victoria Memorial","Watching Hooghly sunset at Princep Ghat, Riding a heritage Kolkata tram",Vegetarian,Arsalan Mughlai Restaurant,Kosha Mangsho mutton with Luchi,Train,Kolkata Intercity Express,yellow taxi,4.4
3205,New Delhi,"Agra & Taj Mahal, UP",7,Budget,Moderate,"Fatehpur Sikri, Agra Fort, Tomb of Akbar","Exploring massive red-stone forts, Marble-inlay souvenir shopping",Local,Brijwasi Mithai Wala,Brijwasi Milk Peda,Bus,Agra & Taj Mahal Intercity Express,auto-rickshaw,4.5
3206,New Delhi,"Agra & Taj Mahal, UP",7,Mid-Range,Moderate,"Taj Mahal, Mathura Krishna Janmabhoomi, Fatehpur Sikri, Mehtab Bagh sunset","Marble-inlay souvenir shopping, spiritual chanting at temples",Local,Sheroes Hangout,Butter Chicken,Flight,Silver Airways (3M) 3M-1278,e-rickshaw,4.4
3207,Kolkata,"Tokyo, Japan",7,Luxury,Fast,"Imperial Palace East Gardens, Tokyo Skytree, teamLab Planets, Senso-ji Temple","Anime shopping in Akihabara, Walking the Shibuya Scramble",Mixed,Omoide Yokocho street stalls,Fatty Tuna Sushi,Bus,Tokyo Intercity Express,subway,4.5
3208,Singapore,"Agra & Taj Mahal, UP",7,Luxury,Fast,"Tomb of Akbar, Mathura Krishna Janmabhoomi, Agra Fort, Mehtab Bagh sunset","Marble-inlay souvenir shopping, Watching Taj sunrise",Non-Vegetarian,Pinch of Spice,Hot Mughlai chicken rolls,Flight,Air Berlin AB-1073,auto-rickshaw,4.9
3209,New Delhi,"Tokyo, Japan",7,Luxury,Fast,"teamLab Planets, Shibuya Crossing, Tokyo Skytree","Taking a Fuji day trip, Anime shopping in Akihabara, Walking the Shibuya Scramble",Non-Vegetarian,Ichiran Ramen Shibuya,Kaiseki Multi-course,Bus,Tokyo Intercity Express,JR train,4.8
3210,Singapore,"Kolkata, West Bengal",7,Budget,Relaxed,"Indian Museum, Howrah Bridge, Dakshineswar Kali Temple, Victoria Memorial","Taking a yellow taxi ride over Howrah Bridge, Watching Hooghly sunset at Princep Ghat, Tasting Roshogollas at K.C. Das",Mixed,Peter Cat Park Street,Mishti Doi and Sandesh desserts,Flight,Air Berlin AB-536,walking,4.6
3211,Singapore,"Bali, Indonesia",7,Mid-Range,Moderate,"Uluwatu Cliff Temple, Ubud Monkey Forest, Tegallalang Rice Terraces","Riding a giant valley swing, Participating in water purification",Local,Sun Sun Warung Ubud,Mie Goreng,Train,Bali Intercity Express,scooter,4.6
3212,Pune,"Mumbai, Maharashtra",7,Luxury,Relaxed,"Elephanta Island Caves, Dhobi Ghat Mahalaxmi, Marine Drive Queen's Necklace, Gateway of India","Ferry ride across harbor, Vectoring basalt cave temples",Vegetarian,Swati Snacks vegetarian,Spicy Vada Pav street food,Bus,Mumbai Intercity Express,metered auto,4.5
3213,Dubai,"Tokyo, Japan",7,Luxury,Moderate,"Tokyo Skytree, Shibuya Crossing, teamLab Planets","Anime shopping in Akihabara, Walking the Shibuya Scramble, Experiencing teamLab digital art",Local,Ichiran Ramen Shibuya,Kaiseki Multi-course,Flight,Interjet (ABC Aerolineas) 4O-2553,metro,4.7
3214,Hyderabad,"New Delhi, Delhi NCR",7,Budget,Fast,"Akshardham Temple, Humayun's Tomb, India Gate memorial","Rickshaw ride in Chandni Chowk lanes, Exploring heritage Lodhi gardens",Vegetarian,Paranthe Wali Gali,Butter Chicken with garlic naans,Flight,Maldivian Air Taxi 8Q-434,private taxi,4.9
3215,New Delhi,"Paris, France",7,Luxury,Moderate,"Louvre Museum, Eiffel Tower, Luxembourg Gardens","Climbing the Eiffel Tower summit, Picnicking in Luxembourg Gardens, Boutique shopping in Marais",Mixed,Le Comptoir du Relais,Butter Croissants,Train,Paris Intercity Express,RER train,4.7
3216,Hyderabad,"Jaipur, Rajasthan",7,Luxury,Moderate,"Jantar Mantar, Hawa Mahal, Amber Fort, Jal Mahal Lake","Rajasthani folk dance evening, Watching Nahargarh sunset view, Traditional hand-block printing",Vegetarian,Chokhi Dhani resort,Traditional sweet Malpua,Flight,Aerocondor 2B-2351,auto-rickshaw,4.6
